"breadwinner_ns__BillingScheduleName__c","breadwinner_ns__ClassName__c","breadwinner_ns__CreatedFrom__c","breadwinner_ns__CreatedFrom_Estimate__c","breadwinner_ns__CreatedFromInternalId__c","breadwinner_ns__Created_Via__c","breadwinner_ns__CurrencyName__c","breadwinner_ns__CustomFormInternalId__c","breadwinner_ns__Entity__c","breadwinner_ns__EntityInternalId__c","breadwinner_ns__TranDate__c","breadwinner_ns__CreatedDate__c","breadwinner_ns__DepartmentName__c","breadwinner_ns__DiscountItemInternalId__c","breadwinner_ns__DiscountRate__c","breadwinner_ns__DiscountTotal__c","breadwinner_ns__EndDate__c","breadwinner_ns__ExchangeRate__c","breadwinner_ns__ExternalId__c","breadwinner_ns__Flag__c","breadwinner_ns__GiftCertApplied__c","breadwinner_ns__HandlingCost__c","breadwinner_ns__InternalId__c","breadwinner_ns__LastModifiedDate__c","breadwinner_ns__LocationName__c","breadwinner_ns__Memo__c","breadwinner_ns__NetSuite_Org_Id__c","breadwinner_ns__OtherRefNum__c","breadwinner_ns__PrimaryContact__c","breadwinner_ns__PrimaryContactInternalId__c","breadwinner_ns__SalesEffectiveDate__c","Name","breadwinner_ns__SalesRepName__c","breadwinner_ns__Salesforce_Account__c","breadwinner_ns__Salesforce_Opportunity__c","breadwinner_ns__ShippingCost__c","breadwinner_ns__ShipMethodName__c","breadwinner_ns__StartDate__c","breadwinner_ns__Status__c","breadwinner_ns__Subsidiary__c","breadwinner_ns__SubTotal__c","breadwinner_ns__Tax2Total__c","breadwinner_ns__TaxTotal__c","breadwinner_ns__TermsName__c","breadwinner_ns__TermsInternalId__c","breadwinner_ns__Total__c"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:50.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88701","2025-12-05T13:48:50.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3507","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:52.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88702","2025-12-05T13:48:52.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3508","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:53.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88703","2025-12-05T13:48:53.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3509","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:54.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88704","2025-12-05T13:48:54.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3510","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:56.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88705","2025-12-05T13:48:56.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3511","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:57.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88706","2025-12-05T13:48:57.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3512","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:48:58.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88707","2025-12-05T13:48:58.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3513","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:00.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88708","2025-12-05T13:49:00.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3514","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:01.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88709","2025-12-05T13:49:01.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3515","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:02.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88710","2025-12-05T13:49:02.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3516","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:04.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88711","2025-12-05T13:49:04.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3517","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:05.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88712","2025-12-05T13:49:05.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3518","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:06.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88713","2025-12-05T13:49:06.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3519","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:07.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88714","2025-12-05T13:49:07.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3520","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:09.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88715","2025-12-05T13:49:09.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3521","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:10.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88716","2025-12-05T13:49:10.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3522","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:11.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88717","2025-12-05T13:49:11.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3523","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:13.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88718","2025-12-05T13:49:13.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3524","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:14.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88719","2025-12-05T13:49:14.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3525","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:15.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88720","2025-12-05T13:49:15.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3526","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:17.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88721","2025-12-05T13:49:17.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3527","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:18.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88722","2025-12-05T13:49:18.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3528","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:19.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88723","2025-12-05T13:49:19.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3529","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:21.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88724","2025-12-05T13:49:21.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3530","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:22.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88725","2025-12-05T13:49:22.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3531","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:23.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88726","2025-12-05T13:49:23.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3532","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:25.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88727","2025-12-05T13:49:25.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3533","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:26.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88728","2025-12-05T13:49:26.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3534","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:27.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88729","2025-12-05T13:49:27.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3535","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:28.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88730","2025-12-05T13:49:28.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3536","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:30.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88731","2025-12-05T13:49:30.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3537","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:31.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88732","2025-12-05T13:49:31.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3538","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:32.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88733","2025-12-05T13:49:32.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3539","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:33.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88734","2025-12-05T13:49:33.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3540","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:34.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88735","2025-12-05T13:49:34.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3541","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:36.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88736","2025-12-05T13:49:36.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3542","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:37.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88737","2025-12-05T13:49:37.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3543","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T13:49:38.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","88738","2025-12-05T13:49:38.000Z","","","TSTDRV2119874","","","","2025-12-05","SO3544","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
